RU/UK,EN
жданівка,waitress
фк «шахтар» донецьк,"fc ""miner"" donetsk"
сергій олексійович тарута,sergey alekseevich taruta
богдан зиновій хмельницький,bogdan zinovoy khmelnytsky
лукаш олена,luke elena
троцький лев,trotfish lion
хмельницький богдан зиновій,khmelnytskyi bogdan zinovy
прапори україни,flags of ukraine
will.i.am,will.i.am
qantas,qantas
балканські гори,balkan mountains
європейська економічна зона,european economic area
нікарагва,nikaragwa
штазі,a hinge
рослинний світ,vegetable world
маргарет тетчер,margaret thatcher
григорій потьомкин,pteromin highori
луганський тепловозобудівний завод,lugansk diesel locomotive plant
огаста,toughened
черненко костянтин,chernenko constantine
безпека,security
вашингтон пост,washington post
моріс алле,sea mall
марія (герцогиня гаетанська),maria (duchess gaetanska)
австралійські сили оборони,australian defense forces
krakiv,cracking
танзанія,tanzania
ельбрус,elbrous
pisa,pisa
юджин,yugin
вишеградська група,visegrad group
лгбт,lbb
курган,mound
людина,man
індійська рупія,indian rupee
заз lanos,zaz lanos
national public radio,national public radio
sarin sunday,sunday sunday
генріх viii тюдор,genrich viii a tudor
сучасний консерватизм,modern conservatism
вес монтгомері,weight of the mantgomere
ак-74м,ac-74m
імперіум,empire
тарута сергій,tarot sergey
лібердаді,lieberdah
клаузевіц,clausewitz
фрадков михайло,fractal mykhailo
герман ван ромпей,germanium van rompuy
броди,wander
національне управління з аеронавтики й дослідженню космічного простору,national aeronautics and space administration
корчова,korchova
потьомкін григорій,potemkin grigory
ленстер,lenster
рсдрп(б) – соціал-демократія україни,rsdrp (b) - social democracy of ukraine
національний банк україни,national bank of ukraine
центральна азія,central asia
кальміус,calmius
королівство таїланд,kingdom of thailand
невілл чемберлен,neville chamberlain
автоматична гвинтівка m16,automatic rifle m16
гробниця царя мавзола,tomb of the king of the mausoleum
всеукраїнський історичний музей ім. т. г. шевченка,all-ukrainian historical museum named after. t. shevchenko
комуністична партія україни,communist party of ukraine
троцький лев давидович,trotsky lion davydovich
юсы,yuya
володимир романюк,volodymyr romanyuk
офіс оон з координації гуманітарних питань,un office for the coordination of humanitarian affairs
джордж вашингтон,george washington
константинов володимир миколайович,konstantinov volodymyr nikolayevich
дмуом,dumb
адоб,admit
центральний банк україни,the central bank of ukraine
томас вудро вільсон,tomass is a freckle
бруней,brunei
клюєв андрій,klyuyev andriy
мен-цзи,men-tzu
жовто-блакитний прапор,yellow and blue flag
ранко кривокапич,wake up crooked
герман ганна,german hannah
каддафі муамар,kadafa muammar
тарнополь,tarnopol
бойова машина піхоти,infantry combat vehicle
джилл байден,jill bayden
індіана,indiana
роман шухевич,novel shukhevich
метро київ,metro kyiv
нікола жеков,nikola zhekov
лев i данилович,lion and danilovich
київський державний музей українського мистецтва,kiev state museum of ukrainian art
ан-74,an-74
фрадков михайло єфимович,fractals mikhail efimovich
макаті,poppy
всесвітній фонд природи,world fund of nature
йозеф геббельс,joseph goebbels
придбане ім'я,purchased name
валентина іванівна матвієнко,valentina ivanivna mtyvienko
качка,duck
волосся,hair
уєфа,ufa
мандри гулівера,gulliver's travels
захарченко віталій юрійович,zaharchenko vitaliy yurievich
billa,billa
хмельни́цький,khmelnytsky
renault s.a.,renault sa
генріх viii,genrich viii
укра,ukraine
патріарх київський володимир,patriarch of kiev volodymyr
рай,paradise
сергій тігіпко,serhiy tigipko
балтійське море,baltic sea
балі,balls
король генрі viii,king henry viii
потьомкін григорій олександрович,potemkin grigory alexandrovich
збірна норвегії з футболу,norwegian football team
меріел хемінгуей,merel hemingway
близнята,twins
муаммар каддафі,muammar kadafi
юджін,yudzhin
союз європейських футбольних асоціацій,union of european football associations
техніка фотографії,photography technique
пустиня,desert
ливонія,livonia
мортон фелдман,moroton feldman
стара-планіна,old-planin
палемон,paleomon
сі цзіньпін,ts zingpin
респу́бліка узбекиста́н,republic of uzbekistan
адміністрація президента рф,presidential administration rf
йосип давидович кобзон,joseph davidovich kobzon
com truise,com truise
world wildlife fund,world wildlife fund
таїп ердоган,taip erdogan
рада міністрів срср,council of ministers ssr
цайц,tsyts
батько,father
донецький педінститут,donetsk pedagogical institute
кп(б)у,kp (b) y
цхінвалі,tchinvali
сальвадор альєнде,salvador alende
народний рух україни за перебудову,the people's movement of ukraine for restructuring
костянтин,constantine
саманта кемерон,samantha cameron
станиславів,stanislavov
автомат калашнікова,kalashnikov automatic machine
камінне вугілля,charcoal
будапешт,budapest
тарнопіль,tarnopil
болівія,bolivia
бут вільям,boot flies
карлівка,cardboard
мирт звичайний,myrtle is normal
другий патріарх,second patriarch
цк(б) україни,tsk (b) ukraine
майкл філіп джаггер,michael philip jagger
професійна спілка,trade union
міністерство фінансів сша,ministry of finance of the usa
таврида,taurida
геббельс,goebbels
napoleonaea,napoleonaea
юй великий,yu great
крем'янець,slime
карл левін,karl levin
лев троцький,troy lion
шотландія,scotland
су́ми,the amount
джеффрі херст,jeffrey hurst
керування повітряним рухом,air traffic control
глазго,eyes
хезболла,hezbollah
uria,uria
курманбек бакієв,kurmanbek bakiyev
роман лозовський,romance romantic
нью-йорк (штат),new york (state)
national aeronautic and space administration,national aeronautic and space administration
сипуха,barn owl
ніколас калдор,nicolas caldor
ігор рюрикович,games rurikovich
міністерство юстиції російської федерації,ministry of justice of the russian federation
татхагата,tatagatha
pillar,pillar
донецький національний університет,donetsk national university
романюк василь,romanyuk vasily
профспілкові організації,trade union organizations
іуда іскаріот,judas iscariot
національний художній музей україни,national art museum of ukraine
асадабад,asadabad
філіп хеммонд,philip hammond
народний рух україни,people's movement of ukraine
челябінськ,chelyabinsk
георг v,george v
сі-бі-сі,si bis
цхінвал,tweezers
псевдоніми,aliases
український стяг,ukrainian flag
an post,an post
алеппо,aleppo
мерія,town hall
ігор старий,the game is old
герінг герман,gering german
міжурядова організація,intergovernmental organization
абордаж,boarding
кавтарадзе сергій іванович,kavtaradze serhiy ivanovich
новини (журналістика),news (journalism)
черненко костянтин устинович,chernenko kostiantyn ustinovich
systm,systm
забайкалля,baikal
колорадо,colorado
краков,cracks
оао «луганськтеплово́з»,"ooo ""luganskteplovoz"""
джон адамс,john adams
супутник-1,"""satellite-1"""
данилович лев,danilovich lion
зелені рослини,green plants
григорій потьомкін,higory potemkin
маргуліс григорій олександрович,margulis grigory alexandrovich
стипендія родса,rods scholarship
державний прапор україни,state flag of ukraine
контрас,contras
leguminivora glycinivorella,leguminivora glycinivorella
островський олександр миколайович,islet olexander mykolayovych
фірташ,firtash
радикальна партія,a radical party
тавріка,taurica
ефіопія,ethiopia
демократична партія соціалістів чорногорії,democratic party of the socialists of montenegro
об'єднана федерація планет,united federation of planets
кембридж,cambridge
донецький національний університет імені василя стуса,donetsk national university of the name of the basil stas
національне управління з аеронавтики та дослідження космічного простору,national aeronautics and space administration
вільгельм оккамський,alfalfa okamsky
лейба бронштейн,lifeboy bracelet
рамзан кадиров,ramzan kadyrov
міклош калдор,myklos kaldor
австрійська імперія,austrian empire
міріам,myriam
хам,boor
триполі,tripols
тріполі,tripoles
alpina,alpina
сікорський владислав,sikorsky vladislav
пномпень,phnom penh
дісней,disney
бкп,bkp
мистецтво фотографії,art of photography
единая россия,united russia
нельсон мандела,nelson mandela
габрово,gabrow
fso lanos,fso lanos
австрійська партія свободи,austrian freedom party
європоцентризм,eurocentrism
вудро вільсон,freak free
rand,beach
куба,cuba
alstom,alstom
єлизавета i,elizabeth i
алексіс ципрас,alexis cipras
великий євразійський степ,great eurasian steppe
галікарнаський мавзолей,galician mausoleum
пауль йозеф геббельс,paul joseph goebbels
агенція «сіньхуа»,sinhua agency
сіменс,siemens
notorious b.i.g.,notorious big
наука фотографії,science photography
павло i,i paused
правоцентризм,right-centeredness
станіславів,stanislaviv
motorola,motorola
бензинова бомба,gasoline bomb
gec-alsthom,gec alsthom
чкаловськ,chkalovsk
нру,nru
автоматична зброя,automatic
кременец,serpentine
патріарх володимир,patriarch volodymyr
хмельницький богдан михайлович,khmelnitsky bogdan mikhailovich
нур-норге,nur norge
міністерство державної безпеки ндр,ministry of state security ndr
леонід кожара,leonid leather
тбілісі,tbilisis
українсько-польська війна в галичині 1918-19,ukrainian-polish war in galichin 1918-19
адміністрація президента російської федерації,administration of the president of the russian federation
ґренландія,greenland
ганна миколаївна герман,hanna nikolaevna herman
саудівська арабія,saudi arabia
марс,mars
fox,fox
nаsа,nas
народний фронт,people's front
ренд,rend
ткаченко володимир петрович,volodymyr petrovich welter
державний музей українського образотворчого мистецтва,state museum of ukrainian fine arts
нін,nin
православя,orthodoxy
українсько-польська війна в галичині 1918—19,ukrainian-polish war in galichin 1918-19
адміністрація президента росії,administration of the president of russia
кревет,a shrimp
національне управління сша з аеронавтики і дослідження космічного простору,national aeronautics and space administration of the united states
schizothorax,schizothorax
bild,bild
запуск першого штучного супутника землі,the launch of the first artificial satellite of the earth
the independent,the independent
роберт періш,roberts perish
volvo,volvo
джеффрі герст,jeffrey gurst
лев бронштейн,lion brawn
герцеґовина,herzegovina
viridiplantae,viridiplantae
партія «удар (український демократичний альянс за реформи) віталія кличка»,"party ""blow (ukrainian democratic alliance for reforms) vital's name"""
пекін,beijing
моаммар каддафі,moammar kadafi
моторола,motor scooter
airliner,airliner
вселенське православ'я,universal orthodoxy
владислав (король неаполя),vladislav (king of naples)
мілтон фрідман,milton friedman
володимир патріарх,volodymyr patriarch
лоті,lots
гоа,goa
волга,volga
мумбаї,mumbai
гарольд лассвел,harold lasswell
цнота,femininity
городище,hillfort
мандри гуллівера,gulliver's travels
стахановець,stakhanovets
філомела,philomel
еліот томас стернз,elite tomass sterns
вільям бут,let's boot
хізбалла,hesballah
придбане ім’я,purchased name
тігіпко сергій леонідович,tigipko sergei leonidovich
кожара леонід олександрович,leather leonid olexandrovich
джефф герст,jeff gurst
берлінська стіна,berlin wall
ліва партія,left party
національна рада з безпеки на транспорті,national transport safety council
рух,movement
чупринка тарас,christinka taras
united parcel service,united parcel service
нельсон роліглагла мандела,nelson rolled the mandela
palaemon,palemone
трейвон мартін,travin martin
муцу,the flock
московський комсомолець,moscow komsomol
везувій,good luck
стародавній рим,ancient rome
оккам,okam
times of india,times of india
польсько-українська війна,polish-ukrainian war
імені л. м. кагановича,the name of l m. kaganovich
roland,roland
dombeya,dombeya
донецький державний університет,donetsk state university
метальна зброя,flaming weapons
водозниження,water depletion
єдина росія,the only russia
марія кюрі,marie curie
республіканська партія (італіія),republican party (italy)
каддафі муаммар,kadafa muammar
дмитро фірташ,dmitry firtash
кобзон йосип,kobzon joseph
cnn international,cnn international
латакія,latakia
романюк володимир,romanyuk volodymyr
павлов дмитро григорович,pavlov dmitry grigorovich
герцеговина,herzegovina
стяг україни,ukraine's flag
олена леонідівна лукаш,olena leonidovna lukash
кп урср,kp ursr
sky,sky
томас стернз еліот,tomass sterns elliot
філадельфія,philadelphia
штат нью-йорк,new york state
жан-п'єр раффарен,jean-pierre raffaren
морська піхота,marines
романюк володимир (патріарх),romanyuk volodymyr (patriarch)
донну,donna
талія,waist
донецький університет,donetsk university
наса,nasa
вес монтґомері,weight montgomery
кайри,kiri
королівство саудівська аравія,kingdom of saudi arabia
фірташ дмитро васильович,firtash dmitry vasilevich
plant,plant
герман герінг,german gering
андрій югославський,andrew yugoslavsky
мік джагер,mick jagger
plantae,plantae
український прапор,ukrainian flag
шкіль андрій васильович,andriy vasilievich school
л.д.троцький,ld.totsky
владислав неапольський,vladislav naples
нашик,napkin
марія склодовська,maria skladovskaya
роберт едуард лі,robert edward lee
великий степ,great steppe
ізюм,raisins
західноєвропейський час,west european time
шухевич роман,shukhevich's novel
проскурів,proskuriv
червона планета,red planet
human rights watch,human rights watch
channel 4,channel 4
сельма,selma
дрон,drone
леонід олександрович кожара,leonid aleksandrovich koshara
уґо чавес,yo chavez
мавзолей в галікарнасі,mausoleum in galician
юда іскаріот,judas iscariot
станіслав ґроф,stanislav grough
збройні сили росії,armed forces of russia
хезболлах,hezbollah
університет каліфорнії (берклі),university of california (berkeley)
вишеградська четвірка,visegrad four
театральна,theatrical
українсько-польська війна 1918—1919,ukrainian-polish war of 1918-1919
роса лопес,dew lops
pepsico,pepsico
саудівська аравія,saudi arabia
міністерство торгівлі сша,us department of commerce
єссей,issey
олександр миколайович островський,oleksandr mykolayovych isrovsky
болотна площа,swamp area
гелен гурлей,helen gurley
dow jones & company,dow jones & company
михайло фрадков,michael fract
барицентр,barycentre
шухевич роман йосифович,shukhevich novel yosifovich
донецький педагогічний інститут,donetsk pedagogical institute
сергій тигіпко,sergey tigipko
igo,igo
відзнака президента україни «герой україни»,"award of the president of ukraine ""hero of ukraine"""
daewoo lanos,daewoo lanos
фергюсон,ferries
калдор міклош,kaldor miklows
известия,news
берлінський мур,berlin wall
рено,reno
донецький «шахтар»,"donetsk ""miner"""
йозеф ґеббельс,joseph gebbels
айдахо,idaho
браунколь,browncoll
комуністична партія болгарії,communist party of bulgaria
тарута сергій олексійович,taruta serhii alexiyovych
балійське море,balinese sea
ак-74,ac-74
','
фрадков михайло юхимович,frauds mikhail yukhimovich
хебей,hebei
нью-йорк янкіз,new york yankees
футбольний клуб «шахтар» донецьк,"football club ""miner"" donetsk"
володін в'ячеслав вікторович,vyacheslav viktorovich owns his possession
уганда,uganda
політична партія «удар»,political strike
globe and mail,globe and mail
білоруська мова,belarusian language
система,system
кірбі джек,cribbage jack
консервативна партія,conservative party
саман,adobe
аушвіц,auschwitz
pb,pb
тит лівій,tweet left
донецький шахтар,donetsk miner
кожара леонід,leather leonid
лівонія,left
вільям оккам,let's go ok
автоматичне залежне спостереження - радіомовне,automatic dependent surveillance - radio
тріумф,triumph
пустеля,desert
курдистан,kurdistan
площина,plane
шкіль андрій,anrium school
ногінськ,noginsk
мік джаґґер,mick jagger
боково-антрацит,side anthracite
рома́н-тарас йо́сипович шухе́вич,romance-taras yosipovich shukhevych
кам’яне вугілля,coal
логан,logan
богдан зиновій михайлович хмельницький,bogdan zinovy mikhailovich khmelnitsky
південна корея,south korea
bloomberg news,bloomberg news
едвард сноуден,edward snowden
лев давидович троцький,lion davidovich trotsky
євразійський степ,eurasian steppe
близнюк,twin
агенція сіньхуа,xinhua agency
олена лукаш,olena lucas
даніель еллсберг,datel elsberg
міжнародний рух червоного хреста і червоного півмісяця,international movement of the red cross and red crescent
гренландія,greenland
герінг герман вільгельм,gering hermann whales
ресен,resent
олександра датська,alexandra danish
росен плевнелієв,rose pravneviev
iso,iso
вікторія,victoria
київський міжнародний інститут соціології,kiev international institute of sociology
латинська америка,latin america
перший супутник,first satellite
аль-мамляка аль-арабія ас-саудія,al mamjalak al-arabia al-saudi
костянтин устинович черненко,kostiantyn ustinovich chernenko
муаммар,muammar
герман ганна миколаївна,german hanna mikolaevna
звання герой україни,the hero of ukraine
марія i,maria i
клоріс лічмен,clois limman
артур гант,artur gant
seth haley,seth haley
фк шахтар донецьк,fk donetsk donetsk
б. хмельницький,b khmelnytskyi
карл фон клаузевіц,karl von clausewitz
’,'
chevrolet lanos,chevrolet lanos
республіка уганда,republic of uganda
селма,selma
старий ігор,old games
міусинськ,mysinsk
кадиров рамзан,кадиров рамзан
рено (автокомпанія),reno (autocompany)
pablo picasso,hello picasso
липецьк (аеропорт),lipetsk (airport)
евс,ee
едвард грей,edward gray
айова,iowa
потьомкін г.,potemkin g.
четверта планета,fourth planet
анна стюарт,anna stewart
володимир (патріарх київський),volodymyr (patriarch of kiev)
червоний хрест,red cross
wwf,wwf
зурабов михайло юрійович,zurabov mikhail yurevich
лібердад,lieberdad
мохаммед мосаддик,mohammed mosaddikh
сергій тигипко,sergey tigipko
уайтхолл,whitehall
станиславівська область,stanislav oblast
стюарт анна,steward anna
джордж фрост кеннан,george frost kennan
кп україни,kp ukraine
думі,duma
профспілкове об'єднання,trade unions
сінтія леннон,sintija lennon
tyto alba,tyto alba
ратуша,town hall
філіппіни,philippines
таврія,tauria
перший штучний супутник землі,the first artificial satellite of the earth
агенство сіньхуа,hinhua agency
vm,or other
організація договору про колективну безпеку,organization of a collective security agreement
донецький держуніверситет,donetsk state university
альстом,almond
ельзевіри,elsevieres
організація міжурядова,intergovernmental organization
pussy riot,pussy riot
юган ii,yugan ii
агентство сіньхуа,xinhua agency
тверський,tver
профспілка,trade union
таврика,taurica
кавер-версія,cover version
українсько-польська війна 1918–1919,ukrainian-polish war of 1918-1919
лондонський університет,london university
ґеббельс,gebbels
техногенне середовище,anthropogenic environment
вільям джозеф бернс,let me go joseph burns
василь романюк,basil romanyuk
грей едуард,gray edward
європейська рада,european council
серьога,a sermon
крістін лаґард,kristin lagard
мік джаггер,mick jagger
кірієнко сергій владиленович,kiriyenko sergey vladimirovich
тереза авільська,australian teresa
кайра,guillemot
тігіпко,tigipko
українсько-польська війна 1918-1919 років,ukrainian-polish war of 1918-1919
схіпгол,scheigol
стівен карл пайфер,steven karl papfer
myrtus communis,myrtus communis
андрій васильович шкіль,andriy vasilevich school
фотографування,photography
фотографія,photo
герман ґерінґ,germanium gering
іуда,judah
державна прикордонна служба азербайджану,state border guard service to azerbaijan
узбекистан,uzbekistan
аугуста,tall
штурмова гвинтівка m16,assault rifle m16
крістін лагард,kristin lagard
флорида,florida
ріші,rishi
каддафі муаммер,kadafi muammer
алле моріс,alley moris
мавзолей у галікарнасі,mausoleum in galician
фліт-стріт,flute street
данні,data
камерун,cameroon
яшин олексій валерійович,yashin aleksey valerievich
вайтхол,whitehall
кременець,kremlin
лампач,lamp
вишеградська трійка,visegrad troika
антрацит,anthracite
карел де гюхт,karel de guyht
toyota land cruiser prado,toyota land cruiser prado
ліфляндія,lily of the valley
лев данилович,lion danilovich
островський олександр,island olexander
другий банк сша,the second bank of the u.s.
вороніж,foggy
ґеббельс пауль йозеф,gabbels paul joseph
київське метро,kiev metro
вільсон томас вудро,wilson tomass witch
нацбанк україни,national bank of ukraine
вудро,vodka
персона,person
олександра данська,alexandra danish
людина розумна,man is smart
тіфліс,tiflis
матвієнко валентина іванівна,mtyvenko valentina ivanivna
цк компартії україни,tc of the communist party of ukraine
клюєв андрій петрович,klyuev andry petrovich
лівий берег парижу,left bank of paris
фаворитизм,favoritism
шахтар,miner
органон,organon
мандри ґуллівера,gulliver's travels
вільсон вудро,freckled beetroot
тула,tula
хмельницький богдан,khmelnytsky bogdan
псевдо,pseudo
краків,cracks
андрій петрович клюєв,andrew petrovich klyuyev
тіршенройт,tirsenroit
ірвінг мілз,irving miles
запуск першого супутника,launch of the first satellite
анна франк,anna franc
яково,what is it
рпг-18 «муха»,"rpg-18 ""fly"""
королівський об'єднаний інститут оборонних досліджень,royal joint institute for defense studies
нью-джерсі,new jersey
стефан iii,stephan iii
потьомкин,potemkin
генріх vііі,genrich viii
кміс,gangway
uss,worm
себастопол,sebastopol
неоконсерватизм,neoconservatism
логіка арістотеля,aristotle logic
кривий ріг,krivoy rog
реджеп ердоган,recep erdogan
гарра,gharra
стара планина,old plan
каліфорнія,california
патріарх володимир (романюк),patriarch volodymyr (romanyuk)
fox network,fox network
буша,bush
мирт,myrtle
фк шахтар,fk miner
хайді тальявіні,heidi talaywin
національне управління з аеронавтики і дослідження космічного простору,national aeronautics and space administration
снайперська гвинтівка,sniper rifle
сова сипуха,owl swirl
гебельс,hebels
гарвардська школа права,harvard law school
крем’янець,slime
світовий фонд дикої природи,world wildlife fund
барселона,barcelona
пантелей кіселов,pantheil boys
yle,yle
ратуші,town hall
вугільники,coal mines
королівство норвегія,kingdom of norway
планета марс,planet mars
аеропорт витязево,airport pick up
поселенець,settler
псевдонім,pseudonym
г'юман райтс вотч,guyan rites witch
swift,swift
новина (журналістика),news (journalism)
колоніст,colonist
юси,yuxi
міжнародна федерація журналістів,international federation of journalists
джек кірбі,jack barbie
шахтар донецк,miner donetsk
рига,riga
zaz lanos,zaz lanos
бойки,boiki
тавріда,tavrid
літо,summer
північний в'єтнам,northern vetnam
сергій леонідович тігіпко,sergey leonidovich tigipko
бронштейн лев,brave lion
джюпітер,jupiter
єнс столтенберг,yen stoltenberg
свинець,lead
лукаш олена леонідівна,lucas olena leonidovna
нікітін сергій якович,nikitin sergey yakovych
рослина,plant
фолклендські острови,falkland islands
дуже великий телескоп,very large telescope
закупки,purchases
the times of india,the times of india
українсько-польска війна 1918-19,ukrainian-polish war of 1918-19
тарас чупринка,taras chrystinka
міжнародні сили сприяння безпеці,international security forces
гвинтівка m16,m16 rifle
анна,anna
європейська економічна спільнота,european economic community
motorola mobility,motorola mobility
фрадков,ghosts
державний музей українського мистецтва,state museum of ukrainian art
інститут перспективних досліджень,institute for advanced studies
подорожі гулівера,gulliver's travels
владислав сікорський,vladislav sikorsky
демократична республіка в'єтнам,democratic republic of vietnam
збірна польщі з футболу,polish soccer team
тернополь,thorns
фріда,friday
пауль йозеф ґеббельс,paul josef gebbels
монреаль,montreal
фотомистецтво,photo art
муамар каддафі,muammar kadafi
марокко,morocco
владислав великодушний,vladislav is generous
станіславщина,stanislav oblast
пабло пікассо,pablo picasso
ян еліассон,jan eliasson
владислав (король неаполю),vladislav (king of naples)
костянтин черненко,kostiantyn chernenko
the walt disney company,the walt disney company
катерина i,catherine i
богдан-зиновій хмельницький,bogdan-zinovoy khmelnytsky
особистість,personality
бібірево,bribevo
реджеп таїп ердоґан,recep tayyip erdogan
віллі вонка,villi hunk
ладислав неапольський,ladislav naples
шкіль,a school
роман йосипович шухевич,novel yosipovich shukhevich
джон данський,john danish
піонер,pioneer
федеративна демократична республіка ефіопія,federal democratic republic of ethiopia
m16,m16
суми,sumy
майкл вальцер,michael walters
ikea,ikea
rand corporation,beach corporation
григорій олександрович потьомкін,gregory alexandrovich potemkin
герінг,gering
валентина матвієнко,valentine mtyvienko
марков андрій андрійович,markov andrey andreevich
nasa,nasa
державний комітет оборони,state defense committee
джордж вокер буш,george wearer bush
царство рослин,the kingdom of plants
андаманське море,andaman sea
росспівробітництво,industrial cooperation
троцький,trotsky
романюк василь омелянович,romanyuk vasily omelianovich
славгород,slavgorod
вугілля кам'яне,coal is stone
кашин,cushions
мільтон фрідман,friedman milton
фон клаузевітц,background of the bounty wise
берклі,berkeli
dictyostelium discoideum,dictyostelium discoideum
лівий берег,left bank
томас арн,tomass arn
голови національного банку україни,head of the national bank of ukraine
хмельницький богдан-зіновій,khmelnytsky bogdan-sinowski
biggie smalls,biggie smalls
нью-йорк янкіс,new york yankees
володимир (романюк),volodymyr (romanyuk)
фокс,fox
the notorious b.i.g.,the notorious big
нашік,nicks
друга палата генеральних штатів нідерландів,the second house of the general states of the netherlands
ганс,gens
volvo group,volvo group
оккам вільям,okam lol
uefa,uefa
кадиров рамзан ахматович,kadyrov ramzan akhmatovich
михайло юхимович фрадков,mykhailo yukhimovich fragrand
кобзон йосип давидович,kobzon joseph davydovich
таїланд,thailand
рослини,plants
seven nation army,seven nation army
івано-франківськ,ivano-frankivsk
ab volvo,ab volvo
добропільський район,dobropil district
хосе різал,hosse cut
volvo trucks,volvo trucks
подорожі гуллівера,travel gulliver
республіка корея,republic of korea
тайбей,taipei
уельс,wales
кобзон,kobzon
особа,person
фрідман мілтон,friedman milton
перт,pert
прокурор,prosecutor
едвард ґрей,edward gray
мен,man
жак ширак,zhak shirak
центральноафриканська республіка,central african republic
нарендра моді,renowned fashion
cbc,cbc
лі роберт,li robert
богда́н хмельни́цький,bogdan khmelnytsky
ґерінг,ghering
анапа,anapa
війнаukraine,war ukraine
москва росія,Moscow Russia
ланкастер графський та герцогський титул,Lancaster Count and Duke title
москва рф,Moscow Rf
рестораном  тіфліс ,restaurant Tiflis
dca) німеччини,dca) germany
установка  бук-м1 ,installation of beech-m1
варязьке море венедська затока,Varangian Sea Veneday Bay
царьов болотов,tsars swamps
сідней австралія,sydney australia
токіо японія,Tokyo Japan
олександр ярослав,Alexander Yaroslav
зенітно-ракетного комплексу  бук ,rocket complex of beech
лос-анджелес (місто каліфорнія),los angeles (city california)
каліфорнійський університет берклі,University of California Berkeley
автомата калашникова)  вепр ,Kalashnikov automatic machine) boiling
joseph robinette biden jr.,joseph robinette biden jr
росавіація) сша,Rosavia) USA
інститутської 18,Institutskaya 18
автоматів калашнікова калібру 76239,Kalashnikov caliber caliber 76239
про-російські протести в україні 2014 рік,pro-Russian protests in ukraine 2014
порошенковдобкиных,powder dorkin
"сідней, австралія","sydney, australia"
"joseph robinette biden, jr.","joseph robinette biden, jr"
"комплекс  бук ,",beech complex
"зенітно-ракетного комплексу  бук ,","rocket complex of beech,"
"установка  бук-м1 ,","installation of beech-m1,"
"зрк бук №332,",see beech # 322
"каліфорнійський університет, берклі","University of California, Berkeley"
"олланд, франсуа","Oland, Francois"
"стадіону  динамо ,",stadium dynamo
"автомата калашникова),  вепр ","Kalashnikov automatic machine), boiling"
"рестораном  тіфліс ,","restaurant Tiflis,"
"автоматів калашнікова калібру 7,6239","Kalashnikov caliber caliber 7,6239"
"джугашвили, иосиф виссарионович,","dzhugashvili, iosif vissarionovich,"
"ланкастер, графський та герцогський титул","Lancaster, Count and Duke title"
"хмурим​,",gloomy
"""супутник-1""","""satellite-1"""
"токіо, японія","Tokyo, Japan"
"""штати""","""states"""
"порошенков,добкиных","powder, dorkin"
хмельницький богдан зіновій михайлович,"Khmelnytsky Bogdan, son of Mikhailovich"
"комплекси  бук ,",beech complexes
"""канал чесних новин""","""fair news channel"""
"телепрограмі ввс  панорама ,",TV show in the panorama
"снайперських гвинтівок аv, ае, аvl","sniper rifles av, ae, avl"
"яніс сімонов,",Janis Simonov
"олександр, ярослав","Alexander, Yaroslav"
"готелю  україна ,",hotel ukraine
"інститутської, 18","Institutskaya, 18"
"установку  бук ,",beech installation
"росавіація), сша","Rosavia), USA"
"установки  бук ,",beech installation
"""коктейль"" молотова","""cocktail"" hammer"
"лос-анджелес (місто, каліфорнія)","los angeles (city, california)"
"царьов, болотов","tsars, swamps"
"knkt),",knock)
"""уніан-тижневик""","""unian weekly"""
"про-російські протести в україні, 2014 рік","pro-Russian protests in ukraine, 2014"
"москва, росія","Moscow, Russia"
"бук ,",beech
"варязьке море, венедська затока","Varangian Sea, Veneday Bay"
кашин олег володимирович,"Kashin, Oleg Vladimirovich"
" бук ,",beech
"dca), німеччини","dca), germany"
"""палестинські"" території в ізраїлі","""Palestinian"" territories in Israel"
терористичний акт 11 вересня 2001 року,"terrorist act September 11, 2001"
"ракета  бук ,",rocket beech
"поліпак , оборонний завод космічної промисловості  юність  вивезені","polypac, defense plant of the space industry, youths exported"
"комплексу  бук ,",beech complex
"війна,ukraine","war, ukraine"
"україна,революція,майдан,київ,хрещатик,новини,майдан","ukraine, revolution, maidan, kiev, kreschatik, news, maidan"
"7,62",7.62
"москва, рф","Moscow, Rf"
"зенітні системи  бук ,",anti-aircraft systems beech
європейська комісія за демократію через право,European Commission for Democracy through Law
макараба,Makaraba
quenya,Quenya
actor,actor
focus,focus
dublin,Dublin
luhansk,Luhansk
gritsenko ,Gritsenko
лімонов едуард веніаминович,Limonov Eduard Veniaminovich
stratford,Stratford
lc ,LC
trident ,Trident
nsu ,NSU
natalia,Natalia
sol,Sol
prison,prison
self-defence,self-defense
michigan,Michigan
lviv oblast ,Lviv Oblast
un ,UN
єvropeyskih ,evropeyskih
rush,Rush
kherson ,Kherson
will ferrell,Will Ferrell
dmitry rogozin,Dmitry Rogozin
α,Α
brovary,Brovary
dozhd,Dozhd
fiji,Fiji
europe ,Europe
ymca,YMCA
shadow,Shadow
санкт-петербурзький університет,St. Petersburg University
президент росії,President of Russia
channel one russia,Channel One Russia
народний депутат (член парламенту),people's deputy (member of parliament)
maidan nezalezhnosti,Maidan Nezalezhnosti
center in ,Center in
croatia,Croatia
georgia,Georgia
kalush,Kalush
rsa ,RSA
kid a,Kid A
hrushevsky ,HRUSHEVSKY
олександр колчак,Alexander Kolchak
twitter ,Twitter
brain,brain
